year,country,player_id,player_name,dob,position
"1930","Mexico","50387","Rafael Garza","14/03/1904","DF"
"1930","Mexico","57027","Raimundo Rodriguez","15/04/1905","MF"
"1930","Mexico","49834","Roberto Gayon","01/01/1905","FW"
"1930","Paraguay","69435","Amadeo Ortega","","FW"
"1930","Paraguay","50080","Aurelio Gonzalez","25/09/1905","FW"
"1930","Paraguay","69433","Bernabe Rivera","","FW"
"1930","Paraguay","69436","Cayetano Carreras Sagueir","","FW"
"1930","Paraguay","47150","Delfin Benitez Caceres","24/10/1910","FW"
"1930","Paraguay","69432","Diego Florentin","","MF"
"1930","Paraguay","48669","Diogenes Dominguez","01/01/1902","FW"
"1930","Paraguay","48525","Eusebio Diaz","01/01/1901","MF"
"1930","Paraguay","69431","Eustaquio Chamorro","","DF"
"1930","Paraguay","45077","Francisco Aguirre","01/01/1908","MF"
"1930","Paraguay","57096","Gerardo Romero","01/01/1906","FW"
"1930","Paraguay","69434","Jacinto Villalba","","FW"
"1930","Paraguay","54282","Jose Leon Miracca","23/09/1903","DF"
"1930","Paraguay","55057","Lino Nessi","01/01/1904","FW"
"1930","Paraguay","56077","Luis Vargas Pena","01/01/1905","FW"
"1930","Paraguay","48426","Modesto Denis","01/01/1901","GK"
"1930","Paraguay","198016","Pedro Benitez","12/01/1901","GK"
"1930","Paraguay","55547","Quiterio Olmedo","21/12/1907","DF"
"1930","Paraguay","49158","Romildo Etcheverry","01/01/1907","MF"
"1930","Paraguay","49489","Salvador Flores","01/01/1906","DF"
"1930","Paraguay","46450","Santiago Benitez","01/01/1903","MF"
"1930","Paraguay","49757","Tranquilino Garcete","01/01/1907","MF"
"1930","Peru","48421","Alberto Denegri","","MF"
"1930","Peru","58266","Alberto Soria","24/01/1900","DF"
"1930","Peru","59634","Alejandro Villanueva","04/06/1908","FW"
"1930","Peru","53609","Antonio Maquilon","29/11/1902","DF"
"1930","Peru","69405","Arturo Fernandez","03/02/1910","DF"
"1930","Peru","69407","Carlos Cilloniz","01/07/1910","FW"
"1930","Peru","55080","Demetrio Neyra","15/12/1908","FW"
"1930","Peru","49763","Domingo Garcia","01/01/1904","MF"
"1930","Peru","45885","Eduardo Astengo","","MF"
"1930","Peru","182326","Jorge Gongora","12/10/1906","FW"
"1930","Peru","55932","Jorge Pardon","04/03/1905","GK"
"1930","Peru","182327","Jorge Sarmiento","02/11/1900","FW"
"1930","Peru","49485","Jose Flores",""," "
"1930","Peru","52809","Jose Maria Lavalle","05/06/1911","FW"
"1930","Peru","182328","Juan Alfonso Valle","01/01/1905","MF"
"1930","Peru","59343","Juan Valdivieso","06/05/1910","GK"
"1930","Peru","69402","Julio Lores","15/09/1908","FW"
"1930","Peru","69404","Julio Quintana","01/01/1904","MF"
"1930","Peru","69403","Lizardo Nue Rodriguez","30/08/1910","FW"
"1930","Peru","58313","Luis Souza","06/10/1908","FW"
"1930","Peru","48309","Mario De Las Casas","12/08/1905","DF"
"1930","Peru","69406","Pablo Pacheco","","FW"
"1930","Peru","49705","Placido Galindo","09/03/1902","MF"
"1930","Romania","48467","Adalbert Desu","24/03/1909","FW"
"1930","Romania","58409","Adalbert Steiner","24/01/1907","DF"
"1930","Romania","49407","Alfred Eisenbeisser","07/04/1908","MF"
"1930","Romania","58384","Constantin Stanciu","01/01/1911","FW"
"1930","Romania","56972","Corneliu Robe","23/05/1908","MF"
"1930","Romania","59693","Emerich Vogl","12/08/1905","DF"
"1930","Romania","69400","Ilile Subaseanu","01/01/1906","FW"
"1930","Romania","52738","Ion Lapusneanu","08/12/1908","GK"
"1930","Romania","69399","Iosif Czako","11/06/1906","DF"
"1930","Romania","56587","Ladislau Raffinsky","23/04/1905","MF"
"1930","Romania","52463","Nicolae Kovacs","29/12/1911","FW"
"1930","Romania","47067","Rudolf Buerger","31/10/1908","DF"
"1930","Romania","59918","Rudolf Wetzer","17/03/1901","FW"
"1930","Romania","69401","Samuel Zauber","01/01/1901","GK"
"1930","Romania","69398","Stefan Barbu","02/03/1908","FW"
"1930","Uruguay","49893","Alvaro Gestido","17/05/1907","MF"
"1930","Uruguay","69411","Angel Melogno","22/03/1905","MF"
"1930","Uruguay","69413","Carlos Riolfo","05/11/1905","MF"
"1930","Uruguay","69410","Conduelo Piriz","09/10/1904","MF"
"1930","Uruguay","58837","Domingo Tejera","27/07/1899","DF"
"1930","Uruguay","69412","Emilio Recoba","03/11/1904","DF"
"1930","Uruguay","46133","Enrique Ballestrero","18/01/1905","GK"
"1930","Uruguay","53764","Ernesto Mascheroni","21/11/1907","DF"
"1930","Uruguay","47398","Hector Castro","29/11/1904","FW"
"1930","Uruguay","57652","Hector Scarone","26/11/1898","FW"
"1930","Uruguay","45617","Jose Andrade","22/11/1901","MF"
"1930","Uruguay","174795","Jose Nasazzi","24/05/1901","DF"
"1930","Uruguay","45675","Juan Anselmo","30/04/1902","FW"
"1930","Uruguay","69408","Juan Carlos Calvo","26/06/1906","FW"
"1930","Uruguay","49351","Lorenzo Fernandez","20/05/1900","MF"
"1930","Uruguay","69409","Miguel Cappuccini","05/01/1904","GK"
"1930","Uruguay","48687","Pablo Dorado","22/06/1908","FW"
"1930","Uruguay","47419","Pedro Cea","01/09/1900","FW"
"1930","Uruguay","56200","Pedro Petrone","11/05/1905","FW"
"1930","Uruguay","59283","Santos Urdinaran","30/03/1900","FW"
"1930","Uruguay","51279","Victoriano Iriarte","01/11/1902","FW"
"1930","Uruguay","69414","Zoilo Saldombide","18/03/1905","FW"
"1930","USA","60034","Alexander Wood","12/06/1907","DF"
"1930","USA","45930","Andrew Auld","26/01/1900","FW"
"1930","USA","69426","Arnie Oliver","22/05/1907","MF"
"1930","USA","53957","Bart Mcghee","30/04/1899","FW"
"1930","USA","55992","Bert Patenaude","04/11/1909","FW"
"1930","USA","50076","Billy Gonsalves","10/08/1908","FW"
"1930","USA","69422","Frank Vaughn","18/02/1902","DF"
"1930","USA","54468","George Moorhouse","04/05/1901","DF"
"1930","USA","46989","Jim Brown","31/12/1908","FW"
"1930","USA","69424","Jim Gentle","21/07/1904","FW"
"1930","USA","48705","Jimmy Douglas","12/01/1898","GK"
"1930","USA","49709","Jimmy Gallagher","07/06/1901","MF"
"1930","USA","69423","Mike Bookie","12/09/1904","MF"
"1930","USA","69425","Phil Slone","20/01/1907","MF"
"1930","USA","59115","Ralph Tracy","23/12/1904","DF"
"1930","USA","49494","Tom Florie","06/09/1897","FW"
"1930","Yugoslavia","61698","Aleksandar Tirnanic","15/07/1911","FW"
"1930","Yugoslavia","53657","Blagoje Marjanovic","09/09/1907","FW"
"1930","Yugoslavia","69378","Branislav Hrnjicek","05/06/1908","FW"
"1930","Yugoslavia","57803","Branislav Sekulic","29/10/1906","FW"
"1930","Yugoslavia","59734","Djordje Vujadinovic","06/12/1909","FW"
"1930","Yugoslavia","54213","Dragan Mihajlovic","13/12/1906","DF"
"1930","Yugoslavia","59085","Dragan Tosic","08/11/1909","DF"
"1930","Yugoslavia","54923","Dragutin Najdanovic","15/04/1908","FW"
"1930","Yugoslavia","46364","Ivica Bek","29/10/1909","FW"
"1930","Yugoslavia","58397","Ljubisa Stefanovic","04/01/1910","DF"
"1930","Yugoslavia","69376","Milan Stojanovic","","GK"
"1930","Yugoslavia","45819","Milorad Arsenijevic","06/06/1906","MF"
"1930","Yugoslavia","51407","Milovan Jaksic","21/09/1909","GK"
"1930","Yugoslavia","51343","Milutin Ivkovic","03/03/1906","DF"
"1930","Yugoslavia","48622","Momcilo Djokic","27/02/1911","MF"
"1930","Yugoslavia","69377","Teofilo Spasojevic","21/01/1909","MF"
"1930","Yugoslavia","314360","Vlastimir Petkovic",""," "
"1934","Argentina","49694","Alberto Galateo","01/01/1913","FW"
"1934","Argentina","69474","Alfonso Lorenzo","","MF"
"1934","Argentina","48333","Alfredo De Vincenzi","24/01/1911","FW"
"1934","Argentina","69470","Angel Grippa","","GK"
"1934","Argentina","53160","Arcadio Lopez","15/09/1910","MF"
"1934","Argentina","59281","Costantino Urbieta Sosa","12/08/1907","MF"
"1934","Argentina","69471","Enrique Chimento","","DF"
"1934","Argentina","69472","Ernesto Albarracin","","MF"
"1934","Argentina","46383","Ernesto Belis","01/02/1909","DF"
"1934","Argentina","59939","Federico Wilde","01/01/1909","FW"
"1934","Argentina","57181","Francisco Rua","04/02/1911","FW"
"1934","Argentina","49606","Hector Freschi","22/05/1911","GK"
"1934","Argentina","55028","Jose Nehin","01/01/1911","MF"
"1934","Argentina","56047","Juan Pedevilla","06/06/1909","DF"
"1934","Argentina","69473","Luca Izzeta","","FW"
"1934","Argentina","70077","Ramon Astudillo","","DF"
"1934","Argentina","51274","Roberto Iraneta","21/03/1915","FW"
"1934","Argentina","69475","Vincente Perez","","FW"
"1934","Austria","69521","Anton Janda","01/05/1904","DF"
"1934","Austria","47794","Franz Cisar","28/11/1908","DF"
"1934","Austria","59758","Franz Wagner","23/09/1911","MF"
"1934","Austria","69519","Friederich Franzl","06/03/1905","GK"
"1934","Austria","46918","Georg Braun","22/02/1907","FW"
"1934","Austria","59280","Hans Urbanek","10/10/1910","MF"
"1934","Austria","51009","Johann Horvath","20/05/1903","FW"
"1934","Austria","59798","Johann Walzhofer","23/03/1906","FW"
"1934","Austria","174400","Josef Bican","25/09/1913","FW"
"1934","Austria","69524","Josef Hassmann","21/05/1910","FW"
"1934","Austria","58165","Josef Smistik","28/11/1905","MF"
"1934","Austria","58494","Josef Stroh","05/03/1913","FW"
"1934","Austria","44631","Karl Sesta","18/03/1906","DF"
"1934","Austria","60365","Karl Zischek","28/08/1910","FW"
"1934","Austria","50951","Leopold Hofmann","31/10/1905","MF"
"1934","Austria","69522","Mathias Kaburek","09/02/1911","FW"
"1934","Austria","44642","Matthias Sindelar","10/02/1903","FW"
"1934","Austria","174868","Peter Platzer","29/05/1910","GK"
"1934","Austria","59607","Rudi Viertl","12/11/1902","FW"
"1934","Austria","56589","Rudolf Raftl","07/02/1911","GK"
"1934","Austria","44608","Toni Schall","22/06/1907","FW"
"1934","Austria","69520","Willi Schmaus","16/06/1911","DF"
"1934","Belgium","69454","Albert Heremans","13/04/1906","FW"
"1934","Belgium","59389","Andre Van De Weyer","21/06/1909","GK"
"1934","Belgium","46045","Arnold Badjou","25/06/1909","GK"
"1934","Belgium","50795","Auguste Hellemans","14/09/1907","MF"
"1934","Belgium","59711","Bernard Voorhoof","11/05/1910","FW"
"1934","Belgium","69455","Charles Simons","27/06/1906","MF"
"1934","Belgium","51567","Costant Joacim","03/03/1908","DF"
"1934","Belgium","46861","Desire Bourgeois","13/12/1908","MF"
"1934","Belgium","59887","Felix Welkenhuysen","12/12/1908","MF"
"1934","Belgium","48478","Francois De Vries","21/08/1913","FW"
"1934","Belgium","56051","Frans Peeraer","15/02/1913","MF"
"1934","Belgium","69457","Georges Putmans","29/05/1914","MF"
"1934","Belgium","46946","Jean Brichaut","29/07/1911","FW"
"1934","Belgium","47272","Jean Capelle","26/10/1913","FW"
"1934","Belgium","47807","Jean Claessens","18/06/1908","MF"
"1934","Belgium","59420","Jos Van Ingelgem","23/01/1919","MF"
"1934","Belgium","55923","Jules Pappaert","05/11/1905","DF"
"1934","Belgium","50251","Laurent Grimmonprez","14/12/1902","FW"
"1934","Belgium","59575","Louis Versyp","05/12/1908","FW"
"1934","Belgium","58161","Philibert Smellinckx","17/01/1911","DF"
"1934","Belgium","52860","Rene Ledent","08/11/1907","FW"
"1934","Belgium","69458","Robert Lamoot","18/03/1911","FW"
"1934","Brazil","69556","Ariel","22/02/1910","MF"
"1934","Brazil","63828","Armandinho","06/03/1911","FW"
"1934","Brazil","69554","Attila","16/12/1910","FW"
"1934","Brazil","47251","Canalli","12/03/1907","MF"
"1934","Brazil","69557","Germano","14/03/1911","GK"
"1934","Brazil","63829","Leonidas","06/09/1913","FW"
"1934","Brazil","63835","Luisinho","29/03/1911","FW"
"1934","Brazil","53294","Luiz Luz","29/11/1909","DF"
"1934","Brazil","63827","Martim","02/03/1911","MF"
"1934","Brazil","69555","Octacilio","21/11/1909","DF"
"1934","Brazil","63825","Patesko","12/11/1910","FW"
"1934","Brazil","56049","Pedrosa","08/07/1913","GK"
"1934","Brazil","63826","Sylvio Hoffmann","11/05/1905","DF"
"1934","Brazil","58980","Tinoco","02/12/1904","MF"
"1934","Brazil","48289","Waldemar De Britto","17/05/1913","FW"
"1934","Brazil","69558","Waldyr","21/03/1912","MF"
"1934","Czechoslovakia","174884","Antonin Puc","16/05/1907","FW"
"1934","Czechoslovakia","69494","Antonin Vodicka","01/03/1907","MF"
"1934","Czechoslovakia","69493","Cestmir Patzel","02/12/1914","GK"
"1934","Czechoslovakia","51705","Frantisek Junek","17/01/1907","FW"
"1934","Czechoslovakia","174865","Frantisek Planicka","02/06/1904","GK"
"1934","Czechoslovakia","58627","Frantisek Svoboda","05/07/1905","FW"
"1934","Czechoslovakia","69495","Geza Kalocsay","30/05/1913","FW"
"1934","Czechoslovakia","174424","Jaroslav Boucek","13/11/1912","MF"
"1934","Czechoslovakia","47071","Jaroslav Burgr","07/03/1906","DF"
"1934","Czechoslovakia","58193","Jiri Sobotka","06/06/1911","FW"
"1934","Czechoslovakia","174482","Josef Ctyroky","30/09/1906","DF"
"1934","Czechoslovakia","174679","Josef Kostalek","31/08/1909","MF"
"1934","Czechoslovakia","58020","Josef Silny","23/01/1902","FW"
"1934","Czechoslovakia","44780","Ladislav Zenisek","07/03/1904","DF"
"1934","Czechoslovakia","174799","Oldrich Nejedly","26/12/1909","FW"
"1934","Czechoslovakia","52495","Rudolf Krcil","05/03/1906","MF"
"1934","Czechoslovakia","174452","Stefan Cambal","17/12/1908","MF"
"1934","Czechoslovakia","174678","Vlastimil Kopecky","14/10/1912","MF"
"1934","Egypt","49294","Abdel Rahman Fawzi","11/08/1909","FW"
"1934","Egypt","181860","Abdel Sharli","","DF"
"1934","Egypt","48985","Ali Al Sayyed El Kaf","10/04/1908","DF"
"1934","Egypt","292018","Ali Mohammed El Kaf","15/06/1906"," "
"1934","Egypt","62377","Aziz Fahmy","","GK"
"1934","Egypt","69545","Hafez Kasseb","","MF"
"1934","Egypt","314593","Hany Kamel",""," "
"1934","Egypt","48943","Hassan El Far","01/01/1913","MF"
"1934","Egypt","56591","Hassan Raghab","01/01/1909","MF"
"1934","Egypt","189531","Ibrahim Halim","10/02/1910","MF"
"1934","Egypt","56578","Ismail Rafa At","01/01/1908","DF"
"1934","Egypt","53581","Kamel Mansour","02/08/1914","FW"
"1934","Egypt","198087","Kamel Masoud","02/08/1914","GK"
"1934","Egypt","292019","Mahmoud Moukhtar","23/12/1907","FW"
"1934","Egypt","69546","Mahmoud Negro","","FW"
"1934","Egypt","50689","Mohamed Helmy","13/02/1912","MF"
"1934","Egypt","52788","Mohamed Latif","23/10/1909","MF"
"1934","Egypt","181862","Mostafa Kamel Taha","","MF"
"1934","Egypt","69536","Mostafa Mansour","02/08/1914"," "
"1934","France","58899","Alex Thepot","30/07/1906","GK"
"1934","France","45888","Alfred Aston","16/05/1912","FW"
"1934","France","48405","Celestin Delmer","15/02/1907","MF"
"1934","France","48382","Edmond Delfour","01/11/1907","MF"
"1934","France","59523","Emile Veinante","12/06/1907","FW"
"1934","France","53852","Etienne Mattler","25/12/1905","DF"
"1934","France","52015","Fritz Keller","21/08/1913","FW"
"1934","France","69529","Georges Beaucourt","15/04/1912","DF"
"1934","France","59574","Georges Verriest","15/07/1909","MF"
"1934","France","53449","Jacques Mairesse","27/02/1904","DF"
"1934","France","55121","Jean Nicolas","09/06/1913","FW"
"1934","France","45363","Joseph Alcazar","15/06/1911","FW"
"1934","France","69527","Joseph Gonzalez","19/02/1907","DF"
"1934","France","198083","Jules Vandooren","30/12/1908","DF"
"1934","France","69528","Louis Gabrillargues","16/06/1914","MF"
"1934","France","29657","Lucien Laurent","10/12/1907","FW"
"1934","France","53028","Noel Lietaer","17/11/1908","MF"
"1934","France","69532","Pierre Korb","20/04/1908","FW"
"1934","France","181856","Rene Llense","14/07/1913","GK"
"1934","France","69531","Robert Defosse","16/06/1909","GK"
"1934","France","69530","Roger Courtois","30/05/1912","FW"
"1934","France","56907","Roger Rio","13/02/1913","MF"
"1934","Germany","47914","Edmund Conen","10/11/1914","FW"
"1934","Germany","52908","Ernest Lehner","07/11/1912","FW"
"1934","Germany","45357","Ernst Albrecht","12/11/1907","MF"
"1934","Germany","69453","Franz Dienert","","FW"
"1934","Germany","47022","Fritz Buchloh","26/11/1909","GK"
"1934","Germany","58662","Fritz Szepan","02/09/1907","FW"
"1934","Germany","51401","Hans Jakob","16/06/1908","GK"
"1934","Germany","57745","Hans Schwartz","01/03/1913","DF"
"1934","Germany","46434","Jakob Bender","23/03/1910","FW"
"1934","Germany","181804","Josef Streb","16/04/1912","MF"
"1934","Germany","50950","Karl Hohmann","18/06/1908","FW"
"1934","Germany","50729","Mathias Heidemann","07/02/1912","FW"
"1934","Germany","58001","Otto Siffling","03/08/1912","FW"
"1934","Germany","51436","Paul Janes","11/03/1912","DF"
"1934","Germany","60354","Paul Zielinski","20/11/1911","MF"
"1934","Germany","54749","Reinhold Muenzenberg","25/01/1909","DF"
"1934","Germany","31521","Rudolf Gramlich","06/06/1908","MF"
"1934","Germany","55223","Rudolf Noack","30/03/1913","FW"
"1934","Germany","50608","Sigmund Haringer","09/12/1908","DF"
"1934","Germany","52297","Stanislaus Kobierski","15/11/1910","FW"
"1934","Germany","52507","Willibald Kress","13/11/1906","GK"
"1934","Germany","47086","Willy Busch","04/01/1907","DF"
"1934","Hungary","58646","Antal Szabo","04/09/1910","GK"
"1934","Hungary","58649","Antal Szalay","12/03/1912","MF"
"1934","Hungary","58647","Gabor Szabo","14/10/1902","FW"
"1934","Hungary","59017","Geza Toldi","11/02/1909","FW"
"1934","Hungary","44605","Gyorgy Sarosi","16/09/1912","FW"
"1934","Hungary","58678","Gyorgy Szucs","23/04/1912","MF"
"1934","Hungary","49662","Gyula Futo","29/12/1908","DF"
"1934","Hungary","174696","Gyula Lazar","24/01/1911","MF"
"1934","Hungary","174871","Gyula Polgar","08/02/1912","MF"
"1934","Hungary","53662","Imre Markos","09/06/1908","FW"
"1934","Hungary","45939","Istvan Avar","27/05/1905","FW"
"1934","Hungary","55849","Istvan Palotas","05/03/1908","MF"
"1934","Hungary","58734","Istvan Tamassy","01/01/1911","FW"
"1934","Hungary","69533","Janos Dudas","01/01/1911","MF"
"1934","Hungary","59658","Jeno Vincze","20/11/1908","FW"
"1934","Hungary","50422","Jozsef Hada","02/03/1911","GK"
"1934","Hungary","59316","Jozsef Vago","01/01/1906","DF"
"1934","Hungary","58428","Laszlo Sternberg","28/05/1905","DF"
"1934","Hungary","58843","Pal Teleki","05/03/1906","FW"
"1934","Hungary","314179","Rezso Somlai","01/01/1911","MF"
"1934","Hungary","174404","Sandor Biro","19/08/1911","DF"
"1934","Hungary","52028","Tibor Kemeny","05/03/1913","FW"
"1934","Italy","50277","Anfilogino Guarisi","26/12/1905","FW"
"1934","Italy","44610","Angelo Schiavio","15/10/1905","FW"
"1934","Italy","174460","Armando Castellazzi","07/02/1904","MF"
"1934","Italy","44040","Atilio Demaria","19/03/1909","FW"
"1934","Italy","174538","Attilio Ferraris","26/03/1904","MF"
"1934","Italy","174579","Enrique Guaita","15/07/1910","FW"
"1934","Italy","174778","Eraldo Monzeglio","05/05/1906","DF"
"1934","Italy","174420","Felice Borel","05/04/1914","FW"
"1934","Italy","44013","Giampiero Combi","20/11/1902","GK"
"1934","Italy","174537","Giovanni Ferrari","06/12/1907","MF"
"1934","Italy","69443","Giuseppe Cavanna","18/11/1905","GK"
"1934","Italy","174761","Giuseppe Meazza","23/08/1910","MF"
"1934","Italy","69444","Guido Masetti","22/11/1907","GK"
"1934","Italy","174337","Luigi Allemandi","08/11/1903","DF"
"1934","Italy","174394","Luigi Bertolini","13/09/1904","MF"
"1934","Italy","174777","Luis Monti","15/05/1901","MF"
